Mietobjektschlüssel,Buchungskreis,Wirtschaftseinheit,Mieteinheit,Konditionsart,Miete pro Monat,Grundmiete
OS 6784/9866/2008,6784,9866,2008,2001,555.47,x
OS 6784/9866/2008,6784,9866,2008,3087,8.87,
OS 6784/9866/2008,6784,9866,2008,7005,99.06,x
OS 6784/9866/2008,6784,9866,2008,8022,51.19,
OS 6784/9866/2008,6784,9866,2008,2001,646.90,x
OS 6784/9866/2008,6784,9866,2008,7005,79.56,x
OS 6784/9866/2008,6784,9866,2008,8022,35.15,
OS 6784/9866/2008,6784,9866,2008,20D6,-187.60,x
OS 6784/9866/2054,6784,9866,2054,2001,323.66,x
OS 6784/9866/2054,6784,9866,2054,7005,21.20,x
OS 6784/9866/2054,6784,9866,2054,8022,55.04,
OS 6784/9866/2014,6784,9866,2014,2001,330.91,x
OS 6784/9866/2014,6784,9866,2014,7005,21.20,x
OS 6784/9866/2014,6784,9866,2014,8022,48.95,
OS 6784/9866/2176,6784,9866,2176,2001,478.77,x
OS 6784/9866/2176,6784,9866,2176,7005,21.20,x
OS 6784/9866/2176,6784,9866,2176,8022,35.15,
OS 6784/9866/2176,6784,9866,2176,30E5,-121.83,x
OS 6784/9866/2194,6784,9866,2194,2001,289.90,x
OS 6784/9866/2194,6784,9866,2194,7005,21.20,x
OS 6784/9866/2194,6784,9866,2194,8022,35.41,
OS 6784/9866/2194,6784,9866,2194,30E5,-186.76,x
OS 6784/9866/2380,6784,9866,2380,2001,386.59,x
OS 6784/9866/2380,6784,9866,2380,7005,21.20,x
OS 6784/9866/2380,6784,9866,2380,8022,41.36,
OS 6784/9866/2190,6784,9866,2190,2001,328.90,x
OS 6784/9866/2190,6784,9866,2190,7005,21.20,x
OS 6784/9866/2190,6784,9866,2190,8022,35.15,
OS 6784/9866/2276,6784,9866,2276,2001,320.60,x
OS 6784/9866/2276,6784,9866,2276,7005,21.20,x
OS 6784/9866/2276,6784,9866,2276,8022,14.03,
OS 6784/9866/2276,6784,9866,2276,20D6,-31.22,x
OS 6784/9866/2150,6784,9866,2150,2001,236.35,x
OS 6784/9866/2150,6784,9866,2150,7005,35.41,x
OS 6784/9866/2150,6784,9866,2150,8022,1.09,
OS 6784/9866/2334,6784,9866,2334,2001,7.79,x
OS 6784/9866/2334,6784,9866,2334,7005,35.41,x
OS 6784/9866/2334,6784,9866,2334,8022,12.04,
OS 6784/9866/2158,6784,9866,2158,2001,244.39,x
OS 6784/9866/2158,6784,9866,2158,7005,35.41,x
OS 6784/9866/2158,6784,9866,2158,8022,1.09,
OS 6784/9866/2420,6784,9866,2420,2001,52.78,x
OS 6784/9866/2420,6784,9866,2420,7005,35.41,x
OS 6784/9866/2420,6784,9866,2420,8022,14.03,
OS 6784/9866/2158,6784,9866,2158,2001,94.03,x
OS 6784/9866/2158,6784,9866,2158,7005,35.41,x
OS 6784/9866/2158,6784,9866,2158,8022,2.74,
OS 6784/9866/2106,6784,9866,2106,2001,156.16,x
OS 6784/9866/2106,6784,9866,2106,7005,35.41,x
OS 6784/9866/2106,6784,9866,2106,8022,48.95,
OS 6784/9866/2367,6784,9866,2367,2001,305.39,x
OS 6784/9866/2367,6784,9866,2367,7005,35.41,x
OS 6784/9866/2367,6784,9866,2367,8022,51.19,
OS 6784/9866/2395,6784,9866,2395,2001,439.67,x
OS 6784/9866/2395,6784,9866,2395,7005,35.41,x
OS 6784/9866/2395,6784,9866,2395,8022,35.41,
OS 6784/9866/2395,6784,9866,2395,2001,289.90,x
OS 6784/9866/2395,6784,9866,2395,7005,67.46,x
OS 6784/9866/2395,6784,9866,2395,8022,41.36,
OS 6784/9866/2395,6784,9866,2395,30E5,-109.62,x
OS 6784/9866/2482,6784,9866,2482,2001,303.29,x
OS 6784/9866/2482,6784,9866,2482,7005,35.41,x
OS 6784/9866/2482,6784,9866,2482,8022,48.95,
OS 6784/9866/2502,6784,9866,2502,2001,263.53,x
OS 6784/9866/2502,6784,9866,2502,7005,35.41,x
OS 6784/9866/2502,6784,9866,2502,8022,12.80,
OS 6784/9866/2502,6784,9866,2502,20D6,-13.99,x
OS 6784/9866/2517,6784,9866,2517,2001,110.73,x
OS 6784/9866/2517,6784,9866,2517,7005,35.41,x
OS 6784/9866/2517,6784,9866,2517,8022,1.09,
OS 6784/9866/2285,6784,9866,2285,2001,251.09,x
OS 6784/9866/2285,6784,9866,2285,7005,35.41,x
OS 6784/9866/2285,6784,9866,2285,8022,35.41,
OS 6784/9866/2285,6784,9866,2285,2001,0.73,x
OS 6784/9866/2285,6784,9866,2285,7005,41.11,x
OS 6784/9866/2285,6784,9866,2285,8022,14.03,
OS 6784/9866/2285,6784,9866,2285,70C0,12.80,
OS 6784/9866/2285,6784,9866,2285,20D6,-16.28,x
OS 6784/9866/2285,6784,9866,2285,30E5,-161.92,x
OS 6784/9866/2462,6784,9866,2462,2001,293.16,x
OS 6784/9866/2462,6784,9866,2462,7005,35.41,x
OS 6784/9866/2462,6784,9866,2462,8022,9.19,
OS 6784/9866/2319,6784,9866,2319,2001,186.70,x
OS 6784/9866/2319,6784,9866,2319,7005,35.41,x
OS 6784/9866/2319,6784,9866,2319,8022,19.09,
OS 6784/9866/2319,6784,9866,2319,30E5,-1.73,x
OS 6784/9866/2319,6784,9866,2319,70K9,63.59,
OS 6784/9866/2447,6784,9866,2447,2001,585.01,x
OS 6784/9866/2447,6784,9866,2447,7005,67.46,x
OS 6784/9866/2447,6784,9866,2447,8022,84.49,
OS 6784/9866/2447,6784,9866,2447,30E5,-6.43,x
OS 6784/9866/2391,6784,9866,2391,2001,140.78,x
OS 6784/9866/2391,6784,9866,2391,3087,8.87,
OS 6784/9866/2391,6784,9866,2391,7005,35.41,x
OS 6784/9866/2391,6784,9866,2391,8022,48.95,
OS 6784/9866/2391,6784,9866,2391,30E5,-37.28,x
OS 6784/9866/2416,6784,9866,2416,2001,244.39,x
OS 6784/9866/2416,6784,9866,2416,7005,35.41,x
OS 6784/9866/2416,6784,9866,2416,8022,1.09,
OS 6784/9866/2263,6784,9866,2263,2001,134.93,x
OS 6784/9866/2263,6784,9866,2263,7005,35.41,x
OS 6784/9866/2263,6784,9866,2263,8022,12.80,
OS 6784/9866/2390,6784,9866,2390,2001,331.92,x
OS 6784/9866/2390,6784,9866,2390,7005,35.41,x
OS 6784/9866/2390,6784,9866,2390,8022,1.09,
OS 6784/9866/2390,6784,9866,2390,30E5,-10.88,x
OS 6784/9866/2355,6784,9866,2355,2001,110.51,x
OS 6784/9866/2355,6784,9866,2355,7005,21.20,x
OS 6784/9866/2355,6784,9866,2355,8022,41.36,
OS 6784/9866/2355,6784,9866,2355,2001,749.09,x
OS 6784/9866/2355,6784,9866,2355,7005,21.20,x
OS 6784/9866/2355,6784,9866,2355,8022,41.36,
OS 6784/9866/2355,6784,9866,2355,30E5,-153.64,x
OS 6784/9866/2533,6784,9866,2533,2001,194.84,x
OS 6784/9866/2533,6784,9866,2533,7005,35.41,x
OS 6784/9866/2533,6784,9866,2533,8022,48.95,
OS 6784/9866/2533,6784,9866,2533,30E5,-123.16,x
OS 6784/9866/2368,6784,9866,2368,2001,308.87,x
OS 6784/9866/2368,6784,9866,2368,7005,35.41,x
OS 6784/9866/2368,6784,9866,2368,8022,55.04,
OS 6784/9866/2276,6784,9866,2276,2001,142.12,x
OS 6784/9866/2276,6784,9866,2276,7005,35.41,x
OS 6784/9866/2276,6784,9866,2276,8022,41.36,
OS 6784/9866/2654,6784,9866,2654,2001,72.17,x
OS 6784/9866/2654,6784,9866,2654,7005,22.64,x
OS 6784/9866/2654,6784,9866,2654,8022,41.36,
OS 6784/9866/2654,6784,9866,2654,2001,19.46,x
OS 6784/9866/2654,6784,9866,2654,7005,63.59,x
OS 6784/9866/2654,6784,9866,2654,8022,41.36,
OS 6784/9866/2654,6784,9866,2654,30E5,-140.75,x
OS 6784/9866/2384,6784,9866,2384,2001,308.87,x
OS 6784/9866/2384,6784,9866,2384,7005,35.41,x
OS 6784/9866/2384,6784,9866,2384,8022,48.95,
OS 6784/9866/2662,6784,9866,2662,2001,134.93,x
OS 6784/9866/2662,6784,9866,2662,7005,35.41,x
OS 6784/9866/2662,6784,9866,2662,8022,17.30,
OS 6784/9866/2603,6784,9866,2603,2001,140.78,x
OS 6784/9866/2603,6784,9866,2603,7005,35.41,x
OS 6784/9866/2603,6784,9866,2603,8022,14.03,
OS 6784/9866/2603,6784,9866,2603,30E5,-39.27,x
OS 6784/9866/2497,6784,9866,2497,2001,253.06,x
OS 6784/9866/2497,6784,9866,2497,7005,35.41,x
OS 6784/9866/2497,6784,9866,2497,8022,1.09,
OS 6784/9866/2336,6784,9866,2336,2001,244.39,x
OS 6784/9866/2336,6784,9866,2336,7005,35.41,x
OS 6784/9866/2336,6784,9866,2336,8022,48.95,
OS 6784/9866/2336,6784,9866,2336,2001,820.07,x
OS 6784/9866/2336,6784,9866,2336,7005,95.02,x
OS 6784/9866/2336,6784,9866,2336,8022,33.46,
OS 6784/9866/2469,6784,9866,2469,2001,244.39,x
OS 6784/9866/2469,6784,9866,2469,7005,35.41,x
OS 6784/9866/2469,6784,9866,2469,8022,52.01,
OS 6784/9866/2400,6784,9866,2400,2001,465.12,x
OS 6784/9866/2400,6784,9866,2400,3087,8.87,
OS 6784/9866/2400,6784,9866,2400,7005,35.41,x
OS 6784/9866/2400,6784,9866,2400,8022,55.04,
OS 6784/9866/2400,6784,9866,2400,30E5,-129.66,x
OS 6784/9866/2538,6784,9866,2538,2001,102.53,x
OS 6784/9866/2538,6784,9866,2538,7005,35.41,x
OS 6784/9866/2538,6784,9866,2538,8022,48.95,
OS 6784/9866/2549,6784,9866,2549,2001,308.87,x
OS 6784/9866/2549,6784,9866,2549,7005,35.41,x
OS 6784/9866/2549,6784,9866,2549,8022,14.03,
OS 6784/9866/2407,6784,9866,2407,2001,282.15,x
OS 6784/9866/2407,6784,9866,2407,7005,84.49,x
OS 6784/9866/2407,6784,9866,2407,8022,72.09,
OS 6784/9866/2407,6784,9866,2407,2001,386.49,x
OS 6784/9866/2407,6784,9866,2407,7005,35.41,x
OS 6784/9866/2407,6784,9866,2407,8022,12.80,
OS 6784/9866/2407,6784,9866,2407,2001,282.48,x
OS 6784/9866/2407,6784,9866,2407,7005,83.73,x
OS 6784/9866/2407,6784,9866,2407,8022,41.36,
OS 6784/9866/2407,6784,9866,2407,30E5,-136.53,x
OS 6784/9866/2711,6784,9866,2711,2001,244.39,x
OS 6784/9866/2711,6784,9866,2711,7005,35.41,x
OS 6784/9866/2711,6784,9866,2711,8022,2.74,
OS 6784/9866/2711,6784,9866,2711,2001,309.68,x
OS 6784/9866/2711,6784,9866,2711,7005,22.64,x
OS 6784/9866/2711,6784,9866,2711,8022,48.95,
OS 6784/9866/2711,6784,9866,2711,20D6,-30.92,x
OS 6784/9866/2602,6784,9866,2602,2001,84.45,x
OS 6784/9866/2602,6784,9866,2602,7005,35.41,x
OS 6784/9866/2602,6784,9866,2602,8022,72.09,
OS 6784/9866/2602,6784,9866,2602,30E5,-112.39,x
OS 6784/9866/2456,6784,9866,2456,2001,308.87,x
OS 6784/9866/2456,6784,9866,2456,7005,35.41,x
OS 6784/9866/2456,6784,9866,2456,8022,14.03,
OS 6784/9866/2655,6784,9866,2655,2001,95.42,x
OS 6784/9866/2655,6784,9866,2655,7005,35.41,x
OS 6784/9866/2655,6784,9866,2655,8022,9.19,
OS 6784/9866/2608,6784,9866,2608,2001,223.75,x
OS 6784/9866/2608,6784,9866,2608,7005,35.41,x
OS 6784/9866/2608,6784,9866,2608,8022,35.15,
OS 6784/9866/2681,6784,9866,2681,2001,121.91,x
OS 6784/9866/2681,6784,9866,2681,7005,35.41,x
OS 6784/9866/2681,6784,9866,2681,8022,86.76,
OS 6784/9866/2788,6784,9866,2788,2001,144.94,x
OS 6784/9866/2788,6784,9866,2788,3087,8.87,
OS 6784/9866/2788,6784,9866,2788,7005,67.46,x
OS 6784/9866/2788,6784,9866,2788,8022,67.46,
OS 6784/9866/2788,6784,9866,2788,30E5,-57.10,x
OS 6784/9866/2762,6784,9866,2762,2001,199.91,x
OS 6784/9866/2762,6784,9866,2762,7005,84.49,x
OS 6784/9866/2762,6784,9866,2762,8022,1.09,
OS 6784/9866/2762,6784,9866,2762,2001,253.03,x
OS 6784/9866/2762,6784,9866,2762,7005,67.46,x
OS 6784/9866/2762,6784,9866,2762,8022,12.80,
OS 6784/9866/2762,6784,9866,2762,30E5,-157.57,x
OS 6784/9866/2489,6784,9866,2489,2001,95.42,x
OS 6784/9866/2489,6784,9866,2489,7005,35.41,x
OS 6784/9866/2489,6784,9866,2489,8022,55.04,
OS 6784/9866/2489,6784,9866,2489,2001,303.10,x
OS 6784/9866/2489,6784,9866,2489,7005,41.11,x
OS 6784/9866/2489,6784,9866,2489,8022,48.95,
OS 6784/9866/2489,6784,9866,2489,20D6,-66.12,x
OS 6784/9866/2510,6784,9866,2510,2001,174.87,x
OS 6784/9866/2510,6784,9866,2510,7005,35.41,x
OS 6784/9866/2510,6784,9866,2510,8022,19.09,
OS 6784/9866/2754,6784,9866,2754,2001,432.11,x
OS 6784/9866/2754,6784,9866,2754,7005,35.41,x
OS 6784/9866/2754,6784,9866,2754,8022,72.09,
OS 6784/9866/2754,6784,9866,2754,2001,432.11,x
OS 6784/9866/2754,6784,9866,2754,7005,41.11,x
OS 6784/9866/2754,6784,9866,2754,8022,48.95,
OS 6784/9866/2754,6784,9866,2754,20D6,-62.23,x
OS 6784/9866/2672,6784,9866,2672,2001,144.94,x
OS 6784/9866/2672,6784,9866,2672,3087,8.87,
OS 6784/9866/2672,6784,9866,2672,7005,35.41,x
OS 6784/9866/2672,6784,9866,2672,8022,1.09,
OS 6784/9866/2672,6784,9866,2672,30E5,-53.37,x
OS 6784/9866/2621,6784,9866,2621,2001,144.94,x
OS 6784/9866/2621,6784,9866,2621,3087,8.87,
OS 6784/9866/2621,6784,9866,2621,7005,67.46,x
OS 6784/9866/2621,6784,9866,2621,8022,14.03,
OS 6784/9866/2621,6784,9866,2621,30E5,-79.80,x
OS 6784/9866/2540,6784,9866,2540,2001,90.27,x
OS 6784/9866/2540,6784,9866,2540,7005,35.41,x
OS 6784/9866/2540,6784,9866,2540,8022,84.49,
OS 6784/9866/2655,6784,9866,2655,2001,358.68,x
OS 6784/9866/2655,6784,9866,2655,7005,21.20,x
OS 6784/9866/2655,6784,9866,2655,8022,72.09,
OS 6784/9866/2655,6784,9866,2655,60B3,12.43,
OS 6784/9866/2614,6784,9866,2614,2001,322.97,x
OS 6784/9866/2614,6784,9866,2614,7005,21.20,x
OS 6784/9866/2614,6784,9866,2614,8022,2.74,
OS 6784/9866/2614,6784,9866,2614,60B3,12.43,
OS 6784/9866/2878,6784,9866,2878,2001,209.16,x
OS 6784/9866/2878,6784,9866,2878,7005,21.20,x
OS 6784/9866/2878,6784,9866,2878,8022,14.03,
OS 6784/9866/2878,6784,9866,2878,60B3,12.43,
OS 6784/9866/2660,6784,9866,2660,2001,178.47,x
OS 6784/9866/2660,6784,9866,2660,7005,21.20,x
OS 6784/9866/2660,6784,9866,2660,8022,22.64,
OS 6784/9866/2660,6784,9866,2660,60B3,12.43,
OS 6784/9866/2660,6784,9866,2660,20D6,-25.36,x
OS 6784/9866/2660,6784,9866,2660,70K9,52.01,
OS 6784/9866/2918,6784,9866,2918,2001,28.60,x
OS 6784/9866/2918,6784,9866,2918,7005,21.20,x
OS 6784/9866/2918,6784,9866,2918,8022,35.15,
OS 6784/9866/2918,6784,9866,2918,60B3,12.43,
OS 6784/9866/2923,6784,9866,2923,2001,333.58,x
OS 6784/9866/2923,6784,9866,2923,7005,21.20,x
OS 6784/9866/2923,6784,9866,2923,8022,14.38,
OS 6784/9866/2923,6784,9866,2923,60B3,12.43,
OS 6784/9866/2923,6784,9866,2923,30E5,-0.15,x
OS 6784/9866/2808,6784,9866,2808,2001,155.03,x
OS 6784/9866/2808,6784,9866,2808,7005,21.20,x
OS 6784/9866/2808,6784,9866,2808,8022,40.65,
OS 6784/9866/2808,6784,9866,2808,60B3,12.43,
OS 6784/9866/2791,6784,9866,2791,2001,243.16,x
OS 6784/9866/2791,6784,9866,2791,7005,21.20,x
OS 6784/9866/2791,6784,9866,2791,8022,42.02,
OS 6784/9866/2791,6784,9866,2791,60B3,12.43,
OS 6784/9866/2791,6784,9866,2791,30E5,-0.20,x
OS 6784/9914/1223,6784,9914,1223,2001,255.71,x
OS 6784/9914/1223,6784,9914,1223,7005,84.49,x
OS 6784/9914/1223,6784,9914,1223,8022,15.11,
OS 6784/9914/1223,6784,9914,1223,60B3,7.84,
OS 6784/9914/1281,6784,9914,1281,2001,240.79,x
OS 6784/9914/1281,6784,9914,1281,7005,86.76,x
OS 6784/9914/1281,6784,9914,1281,8022,67.46,
OS 6784/9914/1281,6784,9914,1281,60B3,7.84,
OS 6784/9914/1286,6784,9914,1286,2001,47.39,x
OS 6784/9914/1286,6784,9914,1286,7005,84.49,x
OS 6784/9914/1286,6784,9914,1286,8022,1.09,
OS 6784/9914/1286,6784,9914,1286,60B3,7.84,
OS 6784/9914/1398,6784,9914,1398,2001,294.15,x
OS 6784/9914/1398,6784,9914,1398,7005,86.76,x
OS 6784/9914/1398,6784,9914,1398,8022,72.09,
OS 6784/9914/1398,6784,9914,1398,60B3,7.84,
OS 6784/9914/1346,6784,9914,1346,2001,243.72,x
OS 6784/9914/1346,6784,9914,1346,7005,84.49,x
OS 6784/9914/1346,6784,9914,1346,8022,12.80,
OS 6784/9914/1346,6784,9914,1346,60B3,7.84,
OS 6784/9914/1195,6784,9914,1195,2001,210.25,x
OS 6784/9914/1195,6784,9914,1195,7005,99.06,x
OS 6784/9914/1195,6784,9914,1195,8022,21.20,
OS 6784/9914/1195,6784,9914,1195,60B3,7.84,
OS 6784/9914/1195,6784,9914,1195,20D6,-1.73,x
OS 6784/9914/1292,6784,9914,1292,2001,64.74,x
OS 6784/9914/1292,6784,9914,1292,7005,84.49,x
OS 6784/9914/1292,6784,9914,1292,8022,67.46,
OS 6784/9914/1292,6784,9914,1292,60B3,7.84,
OS 6784/9914/1292,6784,9914,1292,30E5,-5.45,x
OS 6784/9914/1177,6784,9914,1177,2001,133.13,x
OS 6784/9914/1177,6784,9914,1177,7005,86.76,x
OS 6784/9914/1177,6784,9914,1177,8022,22.64,
OS 6784/9914/1177,6784,9914,1177,60B3,7.84,
OS 6784/9914/1177,6784,9914,1177,20D6,-7.12,x
OS 6784/9914/1376,6784,9914,1376,2001,238.69,x
OS 6784/9914/1376,6784,9914,1376,7005,67.46,x
OS 6784/9914/1376,6784,9914,1376,8022,12.80,
OS 6784/9914/1376,6784,9914,1376,60B3,7.84,
OS 6784/9914/1223,6784,9914,1223,2001,35.20,x
OS 6784/9914/1223,6784,9914,1223,7005,67.46,x
OS 6784/9914/1223,6784,9914,1223,8022,77.42,
OS 6784/9914/1223,6784,9914,1223,60B3,7.84,
OS 6784/9914/1401,6784,9914,1401,2001,347.35,x
OS 6784/9914/1401,6784,9914,1401,7005,67.46,x
OS 6784/9914/1401,6784,9914,1401,8022,2.74,
OS 6784/9914/1401,6784,9914,1401,60B3,7.84,
OS 6784/9914/1176,6784,9914,1176,2001,16.85,x
OS 6784/9914/1176,6784,9914,1176,7005,67.46,x
OS 6784/9914/1176,6784,9914,1176,8022,2.74,
OS 6784/9914/1176,6784,9914,1176,60B3,7.84,
OS 6784/9914/1326,6784,9914,1326,2001,155.03,x
OS 6784/9914/1326,6784,9914,1326,7005,67.46,x
OS 6784/9914/1326,6784,9914,1326,8022,14.03,
OS 6784/9914/1326,6784,9914,1326,60B3,7.84,
OS 6784/9914/1326,6784,9914,1326,30E5,-9.54,x
OS 6784/9914/1512,6784,9914,1512,2001,439.67,x
OS 6784/9914/1512,6784,9914,1512,7005,67.46,x
OS 6784/9914/1512,6784,9914,1512,8022,14.38,
OS 6784/9914/1512,6784,9914,1512,60B3,11.22,
OS 6784/9914/1512,6784,9914,1512,30E5,-17.41,x
OS 6784/9914/1256,6784,9914,1256,2001,67.11,x
OS 6784/9914/1256,6784,9914,1256,7005,67.46,x
OS 6784/9914/1256,6784,9914,1256,8022,67.46,
OS 6784/9914/1256,6784,9914,1256,60B3,7.84,
OS 6784/9914/1386,6784,9914,1386,2001,134.44,x
OS 6784/9914/1386,6784,9914,1386,7005,67.46,x
OS 6784/9914/1386,6784,9914,1386,8022,55.04,
OS 6784/9914/1386,6784,9914,1386,60B3,7.84,
OS 6784/9914/1517,6784,9914,1517,2001,585.01,x
OS 6784/9914/1517,6784,9914,1517,7005,67.46,x
OS 6784/9914/1517,6784,9914,1517,8022,35.15,
OS 6784/9914/1517,6784,9914,1517,30E5,-165.31,x
OS 6784/9914/1484,6784,9914,1484,2001,465.12,x
OS 6784/9914/1484,6784,9914,1484,3087,8.87,
OS 6784/9914/1484,6784,9914,1484,7005,35.41,x
OS 6784/9914/1484,6784,9914,1484,8022,48.95,
OS 6784/9914/1484,6784,9914,1484,60B3,2.88,
OS 6784/9914/1484,6784,9914,1484,30E5,-28.38,x
OS 6784/9914/1357,6784,9914,1357,2001,328.08,x
OS 6784/9914/1357,6784,9914,1357,7005,35.41,x
OS 6784/9914/1357,6784,9914,1357,8022,14.03,
OS 6784/9914/1357,6784,9914,1357,60B3,2.88,
OS 6784/9914/1357,6784,9914,1357,30E5,-13.01,x
OS 6784/9914/1489,6784,9914,1489,2001,45.24,x
OS 6784/9914/1489,6784,9914,1489,7005,67.46,x
OS 6784/9914/1489,6784,9914,1489,8022,14.38,
OS 6784/9914/1489,6784,9914,1489,60B3,7.84,
OS 6784/9914/1489,6784,9914,1489,30E5,-9.85,x
OS 6784/9914/1235,6784,9914,1235,2001,83.89,x
OS 6784/9914/1235,6784,9914,1235,7005,67.46,x
OS 6784/9914/1235,6784,9914,1235,8022,1.09,
OS 6784/9914/1235,6784,9914,1235,60B3,7.84,
OS 6784/9914/1340,6784,9914,1340,2001,367.50,x
OS 6784/9914/1340,6784,9914,1340,7005,67.46,x
OS 6784/9914/1340,6784,9914,1340,8022,48.95,
OS 6784/9914/1340,6784,9914,1340,60B3,7.84,
OS 6784/9914/1340,6784,9914,1340,30E5,-55.59,x
OS 6784/9914/1380,6784,9914,1380,2001,250.29,x
OS 6784/9914/1380,6784,9914,1380,7005,67.46,x
OS 6784/9914/1380,6784,9914,1380,8022,84.49,
OS 6784/9914/1380,6784,9914,1380,60B3,7.84,
OS 6784/9914/1380,6784,9914,1380,20D6,-3.08,x
OS 6784/9914/1380,6784,9914,1380,30E5,-1.76,x
OS 6784/9914/1499,6784,9914,1499,2001,244.89,x
OS 6784/9914/1499,6784,9914,1499,7005,67.46,x
OS 6784/9914/1499,6784,9914,1499,8022,67.46,
OS 6784/9914/1499,6784,9914,1499,60B3,11.22,
OS 6784/9914/1454,6784,9914,1454,2001,282.48,x
OS 6784/9914/1454,6784,9914,1454,7005,67.46,x
OS 6784/9914/1454,6784,9914,1454,8022,84.49,
OS 6784/9914/1454,6784,9914,1454,30E5,-13.44,x
OS 6784/9914/1284,6784,9914,1284,2001,459.93,x
OS 6784/9914/1284,6784,9914,1284,7005,35.41,x
OS 6784/9914/1284,6784,9914,1284,8022,14.03,
OS 6784/9914/1284,6784,9914,1284,30E5,-121.03,x
OS 6784/9914/1306,6784,9914,1306,2001,101.31,x
OS 6784/9914/1306,6784,9914,1306,7005,67.46,x
OS 6784/9914/1306,6784,9914,1306,8022,48.95,
OS 6784/9914/1306,6784,9914,1306,60B3,7.84,
OS 6784/9914/1306,6784,9914,1306,2001,56.20,x
OS 6784/9914/1306,6784,9914,1306,3087,8.87,
OS 6784/9914/1306,6784,9914,1306,7005,21.20,x
OS 6784/9914/1306,6784,9914,1306,8022,41.36,
OS 6784/9914/1306,6784,9914,1306,30E5,-231.83,x
OS 6784/9914/1656,6784,9914,1656,2001,73.91,x
OS 6784/9914/1656,6784,9914,1656,7005,67.46,x
OS 6784/9914/1656,6784,9914,1656,8022,48.95,
OS 6784/9914/1656,6784,9914,1656,60B3,7.84,
OS 6784/9914/1398,6784,9914,1398,2001,305.81,x
OS 6784/9914/1398,6784,9914,1398,7005,67.46,x
OS 6784/9914/1398,6784,9914,1398,8022,35.15,
OS 6784/9914/1398,6784,9914,1398,60B3,7.84,
OS 6784/9914/1662,6784,9914,1662,2001,289.90,x
OS 6784/9914/1662,6784,9914,1662,3087,8.87,
OS 6784/9914/1662,6784,9914,1662,7005,67.46,x
OS 6784/9914/1662,6784,9914,1662,8022,41.36,
OS 6784/9914/1662,6784,9914,1662,30E5,-106.60,x
OS 6784/9914/1462,6784,9914,1462,2001,40.14,x
OS 6784/9914/1462,6784,9914,1462,7005,67.46,x
OS 6784/9914/1462,6784,9914,1462,8022,78.40,
OS 6784/9914/1462,6784,9914,1462,60B3,7.84,
OS 6784/9914/1589,6784,9914,1589,2001,194.84,x
OS 6784/9914/1589,6784,9914,1589,3087,8.87,
OS 6784/9914/1589,6784,9914,1589,7005,67.46,x
OS 6784/9914/1589,6784,9914,1589,8022,48.95,
OS 6784/9914/1589,6784,9914,1589,30E5,-56.99,x
OS 6784/9914/1664,6784,9914,1664,Y250,9.19,
OS 6784/9914/1664,6784,9914,1664,Y250,9.19,
OS 6784/9914/1664,6784,9914,1664,Y250,9.19,
OS 6784/9914/1414,6784,9914,1414,2001,95.08,x
OS 6784/9914/1414,6784,9914,1414,7005,84.49,x
OS 6784/9914/1414,6784,9914,1414,8022,33.90,
OS 6784/9914/1414,6784,9914,1414,60B3,24.69,
OS 6784/9914/1471,6784,9914,1471,2001,70.02,x
OS 6784/9914/1471,6784,9914,1471,7005,86.76,x
OS 6784/9914/1471,6784,9914,1471,8022,14.03,
OS 6784/9914/1471,6784,9914,1471,60B3,24.69,
OS 6784/9914/1471,6784,9914,1471,30E5,-7.51,x
OS 6784/9914/1413,6784,9914,1413,2001,189.66,x
OS 6784/9914/1413,6784,9914,1413,7005,84.49,x
OS 6784/9914/1413,6784,9914,1413,8022,41.36,
OS 6784/9914/1413,6784,9914,1413,60B3,24.69,
OS 6784/9914/1556,6784,9914,1556,2001,369.01,x
OS 6784/9914/1556,6784,9914,1556,7005,86.76,x
OS 6784/9914/1556,6784,9914,1556,8022,67.46,
OS 6784/9914/1556,6784,9914,1556,60B3,24.69,
OS 6784/9914/1661,6784,9914,1661,2001,30.02,x
OS 6784/9914/1661,6784,9914,1661,3087,8.87,
OS 6784/9914/1661,6784,9914,1661,7005,84.49,x
OS 6784/9914/1661,6784,9914,1661,8022,48.95,
OS 6784/9914/1661,6784,9914,1661,60B3,11.22,
OS 6784/9914/1661,6784,9914,1661,30E5,-126.25,x
OS 6784/9914/1760,6784,9914,1760,2001,19.46,x
OS 6784/9914/1760,6784,9914,1760,7005,99.06,x
OS 6784/9914/1760,6784,9914,1760,8022,84.49,
OS 6784/9914/1760,6784,9914,1760,60B3,2.88,
OS 6784/9914/1760,6784,9914,1760,30E5,-24.30,x
OS 6784/9914/1468,6784,9914,1468,2001,126.76,x
OS 6784/9914/1468,6784,9914,1468,7005,84.49,x
OS 6784/9914/1468,6784,9914,1468,8022,35.41,
OS 6784/9914/1468,6784,9914,1468,60B3,24.69,
OS 6784/9914/1586,6784,9914,1586,2001,95.88,x
OS 6784/9914/1586,6784,9914,1586,7005,86.76,x
OS 6784/9914/1586,6784,9914,1586,8022,199.15,
OS 6784/9914/1586,6784,9914,1586,60B3,24.69,
OS 6784/9914/1586,6784,9914,1586,2001,845.07,x
OS 6784/9914/1586,6784,9914,1586,7005,79.94,x
OS 6784/9914/1586,6784,9914,1586,8022,84.49,
OS 6784/9914/1586,6784,9914,1586,30E5,-265.97,x
OS 6784/9914/1761,6784,9914,1761,2001,18.50,x
